no,name,class,gender,rarity,pitch,pace,signature,description
333,Mountain Root · Bell Tale,Mentor & Elder,Masculine,4,High,Tale,no,"Elder man. A deep-voiced elder of few words; each one lands like a settled matter. The voice is a rich, bell-like register, carried on rolling, storytelling swells. Hums a little tune while thinking. The patience of someone who has waited centuries."
334,Mountain Root · Honey Drift,Mentor & Elder,Masculine,4,Mid,Drift,no,"Elder man. A deep-voiced elder of few words; each one lands like a settled matter. The voice is a warm, honeyed mid register, carried on an unhurried, glacially calm glide. Laughs low in the chest before saying anything true. A temper banked like coals — not out, never out."
335,Mountain Root · Honey Measure,Mentor & Elder,Masculine,3,Mid,Measure,no,"Elder man. A deep-voiced elder of few words; each one lands like a settled matter. The voice is a warm, honeyed mid register, carried on measured, deliberate beats. Sighs theatrically before every complaint. Kindness delivered like a favor you cannot refuse."
336,Mountain Root · Honey Tale,Mentor & Elder,Masculine,4,Mid,Tale,no,"Elder man. A deep-voiced elder of few words; each one lands like a settled matter. The voice is a warm, honeyed mid register, carried on rolling, storytelling swells. Hums a little tune while thinking. Wonder leaks through every other line."
337,Hearth Parable,Mentor & Elder,Feminine,5,Mid,Drift,yes,"Elder woman. Answers questions with stories, stories with cookies, and cookies with love. The voice is a warm, honeyed mid register, carried on an unhurried, glacially calm glide. Hums a little tune while thinking. Zero malice — just pure, uncomplicated joy."
338,Hearth Parable · Bell Tale,Mentor & Elder,Feminine,3,High,Tale,no,"Elder woman. Answers questions with stories, stories with cookies, and cookies with love. The voice is a rich, bell-like register, carried on rolling, storytelling swells. Sighs theatrically before every complaint. Old grief pressed flat beneath the calm."
339,Hearth Parable · Honey Drift,Mentor & Elder,Feminine,4,Mid,Drift,no,"Elder woman. Answers questions with stories, stories with cookies, and cookies with love. The voice is a warm, honeyed mid register, carried on an unhurried, glacially calm glide. Hums a little tune while thinking. Curiosity always wins over caution."
340,Hearth Parable · Honey Measure,Mentor & Elder,Feminine,4,Mid,Measure,no,"Elder woman. Answers questions with stories, stories with cookies, and cookies with love. The voice is a warm, honeyed mid register, carried on measured, deliberate beats. Laughs low in the chest before saying anything true. The patience of someone who has waited centuries."
341,Hearth Parable · Honey Tale,Mentor & Elder,Feminine,4,Mid,Tale,no,"Elder woman. Answers questions with stories, stories with cookies, and cookies with love. The voice is a warm, honeyed mid register, carried on rolling, storytelling swells. Sighs theatrically before every complaint. A temper banked like coals — not out, never out."
342,Hearth Parable · Resonant Drift,Mentor & Elder,Feminine,3,Deep,Drift,no,"Elder woman. Answers questions with stories, stories with cookies, and cookies with love. The voice is a deep, resonant chest register, carried on an unhurried, glacially calm glide. Hums a little tune while thinking. Kindness delivered like a favor you cannot refuse."
343,Hearth Parable · Resonant Measure,Mentor & Elder,Feminine,4,Deep,Measure,no,"Elder woman. Answers questions with stories, stories with cookies, and cookies with love. The voice is a deep, resonant chest register, carried on measured, deliberate beats. Laughs low in the chest before saying anything true. Wonder leaks through every other line."
344,Hearth Parable · Resonant Tale,Mentor & Elder,Feminine,4,Deep,Tale,no,"Elder woman. Answers questions with stories, stories with cookies, and cookies with love. The voice is a deep, resonant chest register, carried on rolling, storytelling swells. Sighs theatrically before every complaint. Something far away listens through the voice."
345,Clockwork Sage,Mentor & Elder,Masculine,5,Mid,Drift,yes,"Elder man. An eccentric scholar-mentor who monologues brilliantly and forgets your name. The voice is a warm, honeyed mid register, carried on an unhurried, glacially calm glide. Hums a little tune while thinking. Old grief pressed flat beneath the calm."
346,Clockwork Sage · Honey Tale,Mentor & Elder,Masculine,4,Mid,Tale,no,"Elder man. An eccentric scholar-mentor who monologues brilliantly and forgets your name. The voice is a warm, honeyed mid register, carried on rolling, storytelling swells. Laughs low in the chest before saying anything true. Curiosity always wins over caution."
347,Clockwork Sage · Resonant Drift,Mentor & Elder,Masculine,4,Deep,Drift,no,"Elder man. An eccentric scholar-mentor who monologues brilliantly and forgets your name. The voice is a deep, resonant chest register, carried on an unhurried, glacially calm glide. Sighs theatrically before every complaint. The patience of someone who has waited centuries."
348,Clockwork Sage · Resonant Measure,Mentor & Elder,Masculine,4,Deep,Measure,no,"Elder man. An eccentric scholar-mentor who monologues brilliantly and forgets your name. The voice is a deep, resonant chest register, carried on measured, deliberate beats. Hums a little tune while thinking. A temper banked like coals — not out, never out."
349,Clockwork Sage · Resonant Tale,Mentor & Elder,Masculine,3,Deep,Tale,no,"Elder man. An eccentric scholar-mentor who monologues brilliantly and forgets your name. The voice is a deep, resonant chest register, carried on rolling, storytelling swells. Laughs low in the chest before saying anything true. Kindness delivered like a favor you cannot refuse."
350,Clockwork Sage · Gravel Drift,Mentor & Elder,Masculine,4,Low,Drift,no,"Elder man. An eccentric scholar-mentor who monologues brilliantly and forgets your name. The voice is a gravelly, weathered register, carried on an unhurried, glacially calm glide. Sighs theatrically before every complaint. Wonder leaks through every other line."
351,Clockwork Sage · Gravel Measure,Mentor & Elder,Masculine,4,Low,Measure,no,"Elder man. An eccentric scholar-mentor who monologues brilliantly and forgets your name. The voice is a gravelly, weathered register, carried on measured, deliberate beats. Hums a little tune while thinking. Something far away listens through the voice."
352,Clockwork Sage · Gravel Tale,Mentor & Elder,Masculine,3,Low,Tale,no,"Elder man. An eccentric scholar-mentor who monologues brilliantly and forgets your name. The voice is a gravelly, weathered register, carried on rolling, storytelling swells. Laughs low in the chest before saying anything true. Underneath the noise, there is warmth that sneaks up on you."
353,Silver Ledger,Mentor & Elder,Masculine,5,Mid,Drift,yes,"Elder man. A dry-witted old master who grades your progress in unimpressed sighs and rare nods. The voice is a warm, honeyed mid register, carried on an unhurried, glacially calm glide. Hums a little tune while thinking. Curiosity always wins over caution."
354,Silver Ledger · Resonant Tale,Mentor & Elder,Masculine,4,Deep,Tale,no,"Elder man. A dry-witted old master who grades your progress in unimpressed sighs and rare nods. The voice is a deep, resonant chest register, carried on rolling, storytelling swells. Hums a little tune while thinking. The patience of someone who has waited centuries."
355,Silver Ledger · Gravel Drift,Mentor & Elder,Masculine,4,Low,Drift,no,"Elder man. A dry-witted old master who grades your progress in unimpressed sighs and rare nods. The voice is a gravelly, weathered register, carried on an unhurried, glacially calm glide. Laughs low in the chest before saying anything true. A temper banked like coals — not out, never out."
356,Silver Ledger · Gravel Measure,Mentor & Elder,Masculine,3,Low,Measure,no,"Elder man. A dry-witted old master who grades your progress in unimpressed sighs and rare nods. The voice is a gravelly, weathered register, carried on measured, deliberate beats. Sighs theatrically before every complaint. Kindness delivered like a favor you cannot refuse."
357,Silver Ledger · Gravel Tale,Mentor & Elder,Masculine,4,Low,Tale,no,"Elder man. A dry-witted old master who grades your progress in unimpressed sighs and rare nods. The voice is a gravelly, weathered register, carried on rolling, storytelling swells. Hums a little tune while thinking. Wonder leaks through every other line."
358,Silver Ledger · Bell Drift,Mentor & Elder,Masculine,4,High,Drift,no,"Elder man. A dry-witted old master who grades your progress in unimpressed sighs and rare nods. The voice is a rich, bell-like register, carried on an unhurried, glacially calm glide. Laughs low in the chest before saying anything true. Something far away listens through the voice."
359,Silver Ledger · Bell Measure,Mentor & Elder,Masculine,3,High,Measure,no,"Elder man. A dry-witted old master who grades your progress in unimpressed sighs and rare nods. The voice is a rich, bell-like register, carried on measured, deliberate beats. Sighs theatrically before every complaint. Underneath the noise, there is warmth that sneaks up on you."
360,Silver Ledger · Bell Tale,Mentor & Elder,Masculine,4,High,Tale,no,"Elder man. A dry-witted old master who grades your progress in unimpressed sighs and rare nods. The voice is a rich, bell-like register, carried on rolling, storytelling swells. Hums a little tune while thinking. A quiet current of menace runs beneath the polish."
361,Silk Venom,Villain & Mastermind,Feminine,5,Low,Drift,yes,"Adult woman. A silky menace who threatens you like she's reading a bedtime story. The voice is a smoky, velvet-low register, carried on an unhurried, glacially calm glide. Ends commands on a downward knife-edge. The patience of someone who has waited centuries."
